id,car_id,owner_id,vin,gos_num,mark,model,horse_power,car_weight,sts_serial,sts_num,engine_type,car_class,release_date,reg_date
447,1974,905,GV7TQZ9SHUMDSPB3J,Р251ВО86,Toyota,RAV4,546,2053,3187,320228,diesel,S,2017-01-11,2021-07-26
448,1740,192,C79ZQ91ZLA9L57LXJ,А619АМ04,Hyundai,Santa Fe,774,3410,3875,991385,petrol,B,2015-09-23,2023-06-07
449,659,45,1KK4ONRW6YZLTJ2VI,А804АК23,Audi,Q7,408,2179,4895,909546,hybrid,E,2023-01-15,2024-10-16
450,1501,683,RTVER1K75IVNMME4R,К744НР97,BMW,X3,127,2009,1027,833783,petrol,E,2019-12-15,2023-10-18
451,1731,313,3AYSGLKF0KS95CPZU,О322ВТ02,Hyundai,Santa Fe,652,2783,9046,583321,diesel,D,2017-05-31,2018-06-12
452,667,809,Q1SEH48W0Q0SFNMRZ,У740АА66,Kia,Sportage,645,2602,7611,414343,diesel,B,2017-08-08,2021-08-09
453,292,329,ABF68U9XPZKCXFFGW,С860ОЕ04,Honda,Accord,326,873,7826,575125,petrol,A,2019-10-19,2024-02-04
454,677,675,QP2SPAAEU66SZX5LE,В263ХМ97,Kia,Optima,530,1987,9759,360228,petrol,M,2016-01-12,2017-06-23
455,190,451,S7TI0K88VB5CWG730,Н531ЕН42,BMW,7 Series,84,2150,4651,214298,hybrid,C,2008-12-13,2017-11-16
456,1234,898,4LBFMYOH95GSG359E,У302МХ58,Kia,Sorento,798,1466,1396,709425,diesel,F,2015-10-25,2024-10-20
457,117,836,IJK6443R4HNGP4DUX,Х779АТ89,Audi,Q7,400,2368,6259,855727,diesel,S,2018-06-17,2022-12-13
458,1312,669,6J0ZKTJABF5UX8HK3,Е155СН41,Toyota,Prius,629,2885,8749,234505,diesel,C,2023-02-11,2024-10-26
459,821,460,X1I6L6LQZ38KJD4R8,С081МУ67,Toyota,Land Cruiser,748,3004,9706,451761,hybrid,M,2018-09-28,2019-12-19
460,409,510,SJA4CT3RCDIPJRKCE,А056ХЕ09,Honda,CR-V,766,956,8251,914568,diesel,E,2018-10-24,2022-04-25
461,772,551,0Y46G93H71LNXWBDK,А952МУ33,Volkswagen,Passat,686,2001,8883,832883,petrol,C,2016-05-04,2019-03-05
462,546,915,W906BCT4WWT3PBJRV,У631ТУ39,Hyundai,Creta,602,1222,9241,273583,electric,S,2019-07-26,2023-02-09
463,145,163,6ZPW6UVTLTM9SZNOV,Р014КМ99,Audi,Q7,124,2905,6767,611636,hybrid,F,2009-04-13,2023-08-28
464,157,909,EDUJ64X9UNJSTX4IX,В686КХ97,Toyota,Prius,498,2800,5107,444669,petrol,S,2020-11-22,2022-06-01
465,1938,910,R3C2YSST6FAEE2MOK,О364ВК75,Lexus,RX,449,2350,6073,826845,electric,S,2009-02-03,2010-12-03
466,1427,431,UTRC5P2L0B514VN14,Р142КХ31,Ford,Focus,764,987,2316,797709,electric,E,2010-03-31,2021-04-10
467,95,692,17P3ABKPCTLD3BGF1,Н800КН42,Kia,Sportage,64,2049,9468,179881,petrol,S,2010-10-14,2019-11-15
468,868,787,Y77PJ4FC1UK410466,Р093ТН09,Toyota,Camry,528,1138,6337,379744,diesel,S,2016-07-18,2020-09-03
469,669,797,UNL2V9A2ZS070MFFX,К853КВ71,Honda,Civic,107,2351,9030,830542,electric,F,2023-05-15,2024-02-21
470,1045,675,RRIW2GPDUHLYYYRC5,С841МА97,Hyundai,Solaris,434,2184,2272,867074,hybrid,J,2022-08-20,2023-11-05
471,1591,33,9T6R7COZMK644DFGR,М703КК76,Hyundai,Elantra,530,1047,6123,588768,petrol,J,2021-02-07,2021-09-19
472,859,147,4E1X9AQXGNJCRFD1S,В310МО95,Kia,Sportage,220,2718,7839,749855,diesel,M,2013-03-23,2016-01-21
473,248,844,5FQ7HT0PMZYGIYWKU,Е955ХВ47,Ford,F-150,547,2234,2956,135181,hybrid,F,2022-01-04,2024-08-19
474,1812,172,GN0YR56C1109WPEMA,Е238ЕЕ86,Mercedes,G-Class,782,1184,8399,660946,hybrid,C,2016-10-13,2022-09-02
475,459,825,NNM5DYFDQ5LQLV8YF,Е414НУ73,Honda,Fit,270,3079,8277,862412,hybrid,C,2013-07-15,2015-12-01
476,1264,753,SO0HSELGKWU5Z4DBU,В092ЕТ19,Lexus,RX,577,3352,7285,496286,diesel,E,2020-09-21,2022-07-29
477,929,653,0JQHEU4GKHS6Q3LZ6,В772ЕМ58,Mercedes,GLE,319,2355,6095,874216,hybrid,M,2005-12-23,2006-03-29
478,1352,175,I97V3WLDAWSIFLFC6,У764ВТ10,Mercedes,G-Class,199,3473,3440,569423,diesel,D,2018-05-25,2019-02-17
479,963,79,B7V29H6CMYVQ1OCQK,Т032УВ57,Audi,A3,119,2454,8293,382783,electric,F,2020-12-16,2025-03-26
480,349,689,8UJEV8ETUE7HZKUA9,К794ВА90,Toyota,Corolla,396,3074,8764,761777,diesel,C,2023-03-19,2023-04-15
481,879,295,AM5YJZ354KKITQULX,О541ВО39,Honda,Accord,583,3079,5658,994904,petrol,J,2008-03-27,2024-03-03
482,539,63,NFGK1XBZLMSDN68UT,О385НР04,Ford,F-150,642,2424,9825,345697,hybrid,E,2021-11-20,2024-03-09
483,1055,898,SXOCXYRGYSDBSKSUB,А417СА32,Ford,Explorer,237,1091,3744,581276,electric,B,2013-06-21,2017-12-15
484,602,650,O0DXFA7VV001KXOT7,Т480АУ30,Toyota,Land Cruiser,453,1936,8936,908308,petrol,D,2022-07-04,2023-02-17
485,161,11,4ANGU5ZXB3IGVKYN3,В509НА72,Audi,Q5,686,1953,7209,820579,hybrid,E,2009-11-28,2024-01-02
486,481,271,OQLHSU8VUIY1ZMU19,М695НО64,Kia,Cerato,117,2250,2740,255952,hybrid,A,2017-03-05,2020-11-29
487,179,538,CIKOODLXXTUN24HSK,А306СУ67,Volkswagen,Golf,315,1194,7316,107194,petrol,F,2008-01-02,2009-12-27
488,1316,945,8KVHN1LPDBU83YUAZ,Е891ТМ34,Mercedes,G-Class,690,2656,6844,230251,diesel,E,2013-12-02,2014-08-15
489,35,913,S2P1ZKYUGR9LPLIEK,А457ЕУ30,Toyota,RAV4,779,2238,1845,421316,hybrid,D,2015-07-15,2019-05-12
490,1927,67,VTWC65QYG830N6656,У982СА22,Hyundai,Santa Fe,730,2515,8812,667416,diesel,E,2008-02-08,2009-08-25
491,582,614,P70HU1E5ZI21O9OJ4,Е694ВМ07,Volkswagen,Polo,348,2924,6813,375724,petrol,B,2017-05-15,2024-05-10
492,351,104,3QE9MBFN3BNDKNAPR,О338РС70,Lexus,RX,666,2603,9132,589500,diesel,F,2020-10-29,2023-09-05
493,129,327,8J6F6IVIVLLIM4KMU,А344АТ07,Hyundai,Tucson,679,2333,7751,602881,petrol,F,2013-04-19,2019-11-25
494,1517,165,XEXX49Z7INYQUJI32,Х869АС44,Hyundai,Tucson,518,2932,2389,995571,petrol,M,2024-07-15,2025-02-14
495,1782,841,SPEE25ABDNQO8AJZP,Х719РХ72,Lexus,ES,701,1439,9278,923786,petrol,M,2011-04-09,2013-01-14
496,1545,843,CP8DUTZOB1B0EKEWZ,Р874КМ27,Toyota,Land Cruiser,685,1519,9014,856771,electric,S,2015-09-07,2022-01-13
497,663,921,NVUK6Z2LIKN0R0HP9,М513ОХ04,Lexus,GX,324,800,9744,150218,hybrid,C,2008-05-04,2016-12-14
498,861,919,ROKVZFU129VVMZ81A,У238УМ75,Hyundai,Solaris,65,2039,3817,977884,petrol,F,2015-03-27,2022-11-06
499,833,860,NHQ9OHXGCSBGOX4KR,Е890ВР87,Toyota,RAV4,124,3192,4029,760521,hybrid,J,2019-07-16,2024-09-29
500,366,958,DBE9NWLU3YTY4V79Z,М745НЕ68,Audi,A3,348,941,9044,465016,electric,J,2008-09-23,2014-07-26
501,432,295,GN7TKXBX1ARCI9N9D,К942КЕ86,Honda,CR-V,439,1206,9644,186415,hybrid,J,2025-03-17,2025-03-21
502,1869,636,85G4JMA4UPVT8ZA0X,Н813РТ11,Ford,Explorer,469,1747,2798,230482,hybrid,S,2020-02-22,2021-11-14
503,907,625,PFJL5XJGVYPJW3JLY,Н754ОО95,Volkswagen,Polo,638,825,6028,463260,hybrid,A,2024-11-18,2025-01-29
504,1431,340,F8W385O1K31JR5HOC,М651ЕК91,Mercedes,S-Class,206,2512,2639,687974,electric,D,2021-07-25,2021-12-23
505,1943,123,N0TH4D7YSRIB301IM,Р101СО53,Honda,Accord,389,3309,5435,158258,electric,D,2011-07-31,2020-04-20
506,50,103,TEO0GMOJXDOU55D2L,С775КА60,Audi,A4,274,3253,8687,959548,electric,B,2022-09-26,2023-12-17
507,454,379,ETK7PXABI7BGT0DIR,А337РС88,Audi,A3,198,2727,4788,569032,electric,C,2015-08-09,2020-05-22
508,465,644,SU6GKTKXOY84E64O2,М146ХВ85,Mercedes,G-Class,626,2786,5883,828995,petrol,F,2011-01-10,2013-01-21
509,12,646,8JLS1REO9OOPSPH7M,К112ОН42,Hyundai,Elantra,150,1846,7974,198644,electric,C,2014-01-11,2014-12-05
510,583,534,V6XSLNQPSAVWI2AZG,В473УТ78,Toyota,RAV4,90,1926,7544,771785,electric,F,2008-05-26,2013-02-18
511,1649,321,M31POEEWIOVCBTVMP,К662УК06,Audi,A3,292,1811,9191,233023,diesel,S,2011-03-12,2023-03-02
512,1669,439,MW3ZKVI5P2OSZ6PKB,У567РУ27,Hyundai,Solaris,379,3169,6432,362035,petrol,S,2016-04-10,2022-07-28
513,340,324,H6RR21JG3PUXXBU2Q,Р946АМ94,Lexus,GX,766,2465,8991,110730,hybrid,S,2016-02-25,2017-02-17
514,517,588,7E6WZ38QS1R4E7HHR,М963ТХ08,BMW,5 Series,122,876,6936,951961,petrol,M,2020-03-15,2022-10-11
515,703,657,EEV56TBNMMN4LXIOJ,М732ХТ72,Honda,Civic,790,1165,4810,122428,petrol,A,2018-11-20,2020-09-09
516,1554,909,OGSRKA8SVFVJYIGDU,С238КЕ77,Mercedes,GLE,202,2709,4343,562697,electric,A,2022-10-07,2022-12-23
517,167,152,DTW7G4WBN7PF83EVO,М196СХ12,Honda,Accord,123,2931,3058,782444,diesel,E,2006-06-20,2006-12-26
518,1113,873,XJZJM7NU2T8D3HGPY,О588ОМ81,Volkswagen,Golf,115,1497,4555,574670,petrol,D,2017-01-02,2018-06-14
519,856,361,O31KDWFDXWBWSLAYK,К096ТК94,Kia,Sorento,247,2243,5491,543655,hybrid,D,2021-09-02,2022-11-16
520,1667,562,40PL2KV7TEAXNASFP,В196ТХ99,Toyota,Camry,120,1600,2794,288270,electric,M,2013-01-16,2016-02-22
521,913,361,HS8TUCHBWG93C7Y2J,Р322ХН60,Toyota,Prius,380,3426,9552,647469,hybrid,C,2017-05-07,2022-05-20
522,421,689,GFTIAY7CFQ3EAWZ14,О553СМ49,BMW,7 Series,220,2525,8958,953294,petrol,D,2023-02-22,2024-10-15
523,1080,905,BFR9TLZ6Z9Z26BT69,Т399ЕН46,Lexus,LS,201,2613,9867,696485,diesel,J,2009-01-25,2010-11-16
524,1479,188,4Q1OOX9XXP7KI2M6V,С511СС87,Ford,Focus,268,833,6248,867912,hybrid,M,2019-12-08,2025-03-21
525,817,964,K9LXLEMXDZA5TIWPX,А564УМ94,Hyundai,Solaris,672,1274,5385,498076,petrol,D,2014-12-19,2019-03-05
526,19,613,LS50BM213WVMPSGRY,Р998ВА60,Toyota,RAV4,190,1798,9773,175460,electric,J,2013-06-06,2018-12-17
527,1965,426,UK2KUQ879ETRR1PPI,А363ВУ99,Mercedes,E-Class,746,2027,9724,920056,petrol,C,2008-11-14,2018-10-10
528,1563,878,2YYA9RD8A9BX8INHE,Х324АС09,Toyota,Corolla,321,3031,8671,291969,petrol,S,2005-06-19,2006-09-04
529,987,519,PD91WSOT76SLPLHDD,Е232НК90,Lexus,LS,305,3001,8123,484208,diesel,C,2017-07-04,2024-04-08
530,890,544,Y9XW90CFMO9H0VQSO,Т263ОТ75,Ford,F-150,260,3192,8302,222595,electric,B,2018-10-22,2019-07-27
531,1507,846,ARZ48Z8OB6BNG3WF2,В730ММ47,Kia,Optima,71,2063,4859,328038,electric,J,2018-07-29,2019-05-14
532,453,439,V60MI44IF96MQIT96,М118ЕР96,Volkswagen,Golf,612,2668,2457,959589,diesel,D,2008-02-08,2020-07-14
533,1217,158,5G4GJY1PX7VKWQ7YA,В508СС62,Volkswagen,Tiguan,674,2442,9849,666672,hybrid,J,2023-12-05,2024-11-08
534,1370,123,7V4SJ6VLA2MB0FLVC,О086РО15,Kia,Optima,570,2805,8209,207390,petrol,B,2024-09-19,2025-03-24
535,617,782,E7IPAD42GCFKIW3KZ,В158МХ61,Mercedes,GLE,473,2917,8373,839038,hybrid,F,2023-08-13,2024-07-27
536,1530,88,70W9OY3HV04Y80J9K,М092АК07,BMW,3 Series,327,2574,1969,867570,diesel,J,2021-06-14,2021-11-08
537,1946,781,KULSI39V4N7YO771T,А400СК61,Lexus,LS,408,912,8582,661154,petrol,J,2015-06-10,2024-09-03
538,1488,370,1CQQVXX4U7VTZ07MA,М417ОЕ96,Audi,Q5,230,2029,5729,650543,diesel,E,2012-06-01,2014-02-19
539,1657,750,N2RARJAP82417NR8Q,Р431ХУ58,Toyota,Camry,347,1357,5461,724372,diesel,D,2007-10-16,2011-12-28
540,466,203,STGJ1E4JLXXRNRVIL,У578ВМ69,BMW,3 Series,249,2291,6134,672844,diesel,B,2008-03-27,2018-06-26
541,1401,314,KR2G412D43QGU4RKF,О589СУ04,Mercedes,GLE,442,1893,8132,243561,hybrid,B,2010-08-22,2012-03-17
542,60,381,ZB7TCN53JJ4DRYDUW,Р658ХМ37,Kia,Cerato,219,851,1429,270156,diesel,B,2022-07-26,2024-06-18
543,257,309,4JQ05VN99VKFPRNEY,О909ОН02,Kia,Sorento,138,3277,2328,623428,diesel,S,2019-11-22,2021-07-15
544,442,455,Q4U8M7RH4A3O76SR3,О273ОХ46,Lexus,NX,337,2399,1509,500160,petrol,A,2016-09-22,2021-12-24
545,1756,889,ZQBETBZMARZ8OUPI0,Р591ВА29,BMW,X5,790,1888,4956,943995,hybrid,J,2022-01-31,2023-07-28
546,87,106,58WGSWIZWQLGCGYR3,М400НР83,Toyota,Land Cruiser,410,2189,9359,787773,petrol,B,2010-12-18,2012-02-04
547,1549,278,GT2QFVIIIJAIHC48G,Е831ОН52,Honda,Pilot,419,1729,9823,648806,electric,F,2011-08-05,2015-11-10
548,1297,700,4PW4KZ66E5DU8KGYT,Р255РТ67,Audi,A6,385,1235,3079,974985,electric,E,2007-03-25,2012-09-01
549,690,525,BXVXYOQZXW3T3ZM2D,У141КМ14,Lexus,RX,235,1444,3280,977926,electric,E,2012-05-01,2020-06-12
550,1747,555,Q76F3QQ5NE6WZOH3J,Р344РХ53,Volkswagen,Passat,75,3257,6617,941442,petrol,E,2013-07-18,2023-05-09
551,1075,118,9HP9ERN44QLOX39KV,У091ОЕ58,Lexus,LS,252,2831,2591,657515,diesel,J,2020-05-01,2024-01-09
552,1261,2,J4LYW1U6NBOB4FLOE,К063ХУ38,BMW,3 Series,364,2346,6035,340223,petrol,E,2019-07-23,2019-11-13
553,218,657,632SF34RJPWH713KT,Х646МХ76,BMW,X3,493,3209,8306,667913,electric,E,2005-09-04,2010-01-15
554,143,107,ZR9F6OY5Z48EOSAMD,Х744ЕХ04,BMW,X5,165,2034,2243,255149,diesel,E,2007-05-05,2025-03-05
555,1889,645,27QGT9IAB2FTXQ9O1,Н702СК45,BMW,7 Series,418,1141,2380,206245,electric,M,2021-12-20,2022-10-09
556,497,772,43DVHF30W5EEK02RR,Р952СА69,Ford,Fiesta,349,3103,8721,166793,diesel,J,2008-11-21,2012-04-16
557,470,973,6ZACB28J97HZR0EC4,К668НА97,Honda,Civic,295,1644,7528,138974,petrol,C,2006-02-25,2023-02-02
558,1200,325,UV2N2Z09C7BITZDD8,А662ВЕ42,Lexus,LS,369,3135,1295,134143,diesel,B,2021-05-01,2021-07-08
559,1267,962,7120MN4TS3L2BUEFV,Т215ХС98,Kia,Cerato,532,2806,3376,612513,petrol,B,2010-01-22,2014-04-06
560,1642,685,WSX19BGEMSJR856KZ,О998ВО82,Kia,Cerato,267,3479,7180,142493,petrol,E,2014-04-30,2016-06-14
561,1977,252,Y2A5EZVGVVYED0788,К126КС23,Mercedes,E-Class,540,1824,6128,887886,diesel,F,2012-12-22,2020-11-23
562,363,465,TUQSXFSEATUQ7FXNI,А972МС94,Volkswagen,Passat,226,2412,4686,710342,petrol,E,2017-03-24,2022-06-07
563,1214,88,WBFNU6XAWKAPNO181,В298НУ37,Lexus,RX,757,943,4603,955632,diesel,C,2010-03-11,2015-02-06
564,156,959,RUWF5B94HRNUKH8M1,О604ОЕ19,Lexus,NX,738,2664,7682,135133,hybrid,C,2019-11-20,2024-11-17
565,793,448,SBPDYQUX4WSA15M1P,У976ВН11,Hyundai,Tucson,576,2905,4876,863632,petrol,B,2011-03-11,2013-06-29
566,792,790,L8FRR36VWP37C2VAC,С276ХР27,Audi,Q7,428,1554,9911,172109,petrol,F,2006-08-12,2011-10-30
567,1435,525,T96NBFHF5QCAJ0NU3,М735УЕ50,Kia,Sorento,501,884,5065,576908,hybrid,S,2017-12-26,2021-06-18
568,1751,100,OPAPNDJC258SYAQWN,Е909АА60,Toyota,Camry,147,956,8824,118824,hybrid,B,2015-05-13,2024-11-19
569,781,874,42FSJGGY2G0LYZK3I,Р775ОЕ07,Audi,A4,790,3166,4886,742563,diesel,D,2013-12-03,2021-11-13
570,8,70,QG0QZ2DQO0ZE5VNSL,М250ОА24,Mercedes,GLE,190,1263,7756,747470,diesel,C,2006-08-23,2024-04-27
571,1881,129,MFA5EY63WLW2FHQAV,Е994ЕН38,BMW,X5,484,1545,3775,234274,hybrid,B,2022-12-31,2023-09-28
572,1258,786,45THXQJ5ENSY13YX3,Р255ТТ50,BMW,X5,342,1701,7604,434990,hybrid,J,2022-05-08,2024-05-29
573,375,96,2RB7WOLNAIRPI6JAM,А491ХН18,Honda,Pilot,465,961,3259,972246,hybrid,E,2008-07-23,2014-03-21
574,1380,451,LEF7DCLES797NTCT6,Е171ММ32,BMW,X3,265,3258,7661,487943,diesel,M,2021-01-23,2022-05-22
575,1957,879,OX2ALCL2XM6EWQG5A,С062УВ25,Lexus,NX,566,1706,7707,916254,diesel,A,2018-05-14,2021-10-12
576,604,969,ORJE8PHVXEDND14EQ,У143ОМ28,Volkswagen,Passat,602,1564,6288,935384,hybrid,B,2009-10-27,2023-08-08
577,1736,439,IND3XODE069FJ01GV,Р389ОР40,Ford,Focus,191,2215,4111,492947,diesel,D,2019-11-28,2020-01-31
578,1908,962,68L0WVQ2USDC3OD5V,У968МР84,Hyundai,Creta,510,3325,6345,276272,diesel,M,2015-11-08,2017-01-10
579,31,577,LKACTTHE3M88RGB9Z,М468ОА09,Ford,Mustang,573,1817,5080,482065,electric,M,2023-07-12,2024-07-22
580,1400,80,VQAQ4B4YJGC7FT8IU,С180МК22,Mercedes,E-Class,655,2583,1187,598041,hybrid,F,2006-03-30,2020-08-24
581,910,715,35K860F5T4MFV3USM,В472СА26,Audi,Q5,571,1542,9407,296556,hybrid,C,2009-01-23,2016-12-18
582,1704,179,0P32CHOBYOHM4I3YP,У841ОМ96,BMW,X3,391,1474,9997,101621,diesel,J,2021-07-26,2023-04-22
583,1752,446,6ZO8I5XLFXFEN8BEG,О056ВО78,Ford,Explorer,580,1618,8827,985810,diesel,A,2013-01-17,2018-08-21
584,24,957,6I5CGPDTERNLCL3PW,Р178СВ34,Mercedes,GLE,774,1858,2134,619289,electric,M,2015-04-07,2022-09-15
585,710,58,INII4A81HALOW1DH5,Т738СХ39,BMW,X3,765,829,8525,133674,diesel,S,2012-04-03,2018-05-08
586,1191,68,EBW45UZEJCGU8IK9G,О691ВК46,Audi,A3,320,1711,5405,806475,diesel,A,2009-05-01,2020-02-14
587,324,500,8Y2VKYPSOYNEPNLKH,Т660ОТ37,Ford,F-150,488,2352,4191,738802,hybrid,S,2008-05-08,2012-07-14
588,168,582,A8VHFQE7O29AZZYEI,Х611ВУ91,Kia,Optima,275,2650,1629,294206,petrol,B,2011-08-22,2012-08-17
589,1763,322,SK1W84EMR0373JHU1,К440СО53,BMW,X3,177,1432,5720,616024,electric,F,2007-04-28,2021-01-26
590,1745,643,O6EDXXWY6DYS2E98X,У151ОУ31,BMW,7 Series,193,2780,4200,547161,petrol,M,2008-02-22,2015-03-20
591,1678,628,IEJO9FG39A916JUJM,О357КХ07,Ford,Explorer,443,3230,3260,782886,diesel,M,2015-03-14,2021-10-31
592,1863,321,E5QM5G3OXLNI0Z99U,Т689СР51,Lexus,RX,220,1271,1475,873513,petrol,E,2012-09-13,2024-03-06
593,862,423,4GEJ7ZCWEJWSTF4VJ,В928ТА89,Kia,Optima,376,3463,7472,643740,diesel,E,2021-11-05,2023-03-09
594,1355,942,PV0R0LJ6QAB8R5NZE,Е500МО18,Toyota,Prius,321,3170,1087,358356,petrol,J,2018-08-18,2024-04-09
595,1916,567,BOZKQ0DS8ESX4JFAG,С226ОУ00,Hyundai,Solaris,742,1758,4080,833139,diesel,M,2020-04-25,2022-04-06
596,260,835,ZVWTZTCUQIK4QDZ94,А680СВ33,Toyota,Camry,516,1528,9030,203727,petrol,S,2011-09-30,2015-06-12
597,1209,699,YY4FNB7YSVD17JBQ3,Е593УР87,Volkswagen,Tiguan,364,993,7182,278428,hybrid,J,2007-09-20,2025-02-06
598,253,820,4JN8JLHZITKXFM0YQ,М052ЕН81,Volkswagen,Tiguan,226,1580,7070,156255,diesel,M,2007-05-30,2025-03-05
599,1522,349,NLKY5AZNF5QGN42KJ,С992УУ77,Kia,Cerato,124,2740,2736,317994,petrol,S,2017-10-08,2024-05-05
600,985,195,Y5WTPUMPVL5EXFT8S,С577ОУ37,Lexus,LS,79,3086,3430,194979,petrol,C,2024-04-14,2024-10-25
601,1378,124,CWE30RIMNHH74MGJR,М043ХХ51,Ford,Explorer,798,3361,1806,472175,diesel,A,2016-11-14,2017-05-10
602,403,35,5ZUUZBP1Y29BIJH7G,В612НХ29,Volkswagen,Passat,482,1767,7493,208987,diesel,S,2011-03-11,2019-12-02
603,671,882,JP69QS6DREDPAK7MC,Т766ХВ64,Kia,Rio,71,1533,5194,297960,petrol,F,2008-11-09,2015-09-25
604,1474,853,RFQO9AJRH3YLVC0ZO,О263УА80,BMW,X3,476,1132,6276,950395,diesel,E,2005-07-30,2023-07-30
605,395,859,XV5K8ZZXTUIEK24IK,Р160УС21,Toyota,Corolla,558,2521,6313,420807,diesel,E,2023-10-14,2024-05-16
606,2,429,S0073WMIAYVFHV8RK,М424НУ34,BMW,5 Series,772,2318,8095,807647,petrol,A,2007-08-15,2013-01-13
607,367,152,ORH1PKJLNCQ2VWUZU,Е686МО42,Kia,Sportage,791,3400,4235,573886,hybrid,E,2012-08-11,2024-02-20
608,956,187,VCPVZ1U70XZW0FC7D,В996МО92,Ford,Mustang,201,3262,8464,203165,electric,D,2016-07-29,2021-09-16
609,280,21,KJ8RY72VTHZCBZ21I,Т444СР57,Toyota,Prius,194,2329,7471,639110,petrol,C,2018-03-29,2021-03-29
610,139,878,QPKX8HEJN5LBI2CU2,А835ВМ50,Toyota,Corolla,130,2055,8187,373461,hybrid,J,2008-07-13,2008-11-17
611,146,110,9C9GUZOTL7KIF058G,Х094ОТ89,Kia,Sportage,777,918,8870,303963,petrol,E,2022-02-26,2023-08-09
612,1046,911,LKZ3744T6NPD2OS5U,В910ТО81,Honda,CR-V,465,3285,1991,913308,petrol,D,2024-05-02,2024-06-30
613,1260,677,OKVH1RU988LS2HWL6,К812НХ45,Kia,Cerato,318,3184,7006,541629,electric,B,2015-06-20,2023-02-04
614,1925,156,DCTFZB4KHAJQMAY4M,В040АК17,Audi,A3,695,2675,2334,610097,diesel,F,2020-09-30,2024-06-28
615,15,915,1HWJHFZIJ0NW1FNBW,Р941СТ63,Volkswagen,Touareg,106,2312,5244,146385,electric,F,2015-04-18,2021-09-03
616,484,444,7OKHMG6OJPYG3Z9F8,С631ОВ99,Kia,Rio,128,2266,8800,625139,hybrid,A,2016-05-01,2023-05-08
617,1195,624,4Q7T9PKTZGP6X98SQ,Х364ВХ73,Audi,A6,417,2566,4281,480621,petrol,D,2013-03-15,2024-05-12
618,1809,781,UP1Y2TSC26VAQYQXT,С871ХМ58,Lexus,LS,364,2868,2850,224239,diesel,D,2024-06-18,2024-12-06
619,428,213,UA4CBAH7ZOFCDHF1W,А150ВВ56,Honda,Civic,649,1651,5429,329610,diesel,J,2007-03-20,2022-03-05
620,1391,182,9F707B905QBS1LOV9,Х297РР64,Ford,Explorer,444,2319,4472,536949,diesel,S,2023-03-30,2024-11-22
621,476,84,0DJYQNDV2FM47L15X,К655НВ78,Honda,Accord,417,1168,5058,588376,petrol,J,2007-08-22,2016-04-17
622,245,451,LFMAQDC7EGUKY2HYX,В855РН19,Toyota,RAV4,392,1009,6619,634712,diesel,F,2006-10-29,2013-02-02
623,1423,835,R4RBSG6ZE9QYMKAMC,У179АА53,BMW,7 Series,212,1056,3743,492176,hybrid,F,2014-07-22,2021-08-19
624,905,350,X9YCL1HA74S0VFALE,Н743СЕ15,Mercedes,S-Class,263,1930,6647,402358,diesel,C,2015-08-01,2016-02-02
625,1001,477,4VUCR75NQFINCB7PY,К201ХР92,Audi,A4,282,1714,3410,500647,diesel,S,2022-11-11,2025-03-12
626,113,865,XFNSXPGRURMYBOA4T,Н541МУ95,Ford,Mustang,259,2680,8389,921213,hybrid,S,2014-06-26,2024-07-25
627,1494,185,WVG5BF3560CZJYEQP,У397УО14,Volkswagen,Touareg,534,1680,4305,146513,petrol,C,2020-04-02,2021-07-24
628,1201,58,GNPLS6P76YL8B1UWH,Р998НН09,Toyota,Camry,100,1971,9792,761729,petrol,M,2021-04-19,2021-05-07
629,571,669,XQ5MB2LLJ2TOY8TL7,О351НК55,Honda,Civic,748,2235,4478,517813,diesel,D,2014-10-09,2021-11-19
630,524,312,1VN5TQHCJQB2YL8RT,В369ТТ76,Volkswagen,Polo,264,3183,2254,760058,petrol,M,2021-01-19,2023-02-11
631,1848,76,OTO2XQSJRW2C9OCC7,Е135СН10,BMW,X3,345,1267,2793,614413,electric,F,2019-05-01,2020-03-02
632,623,662,FTBFZCVDF5HWCTEKP,Е111НУ47,Mercedes,GLC,695,3448,6283,230205,diesel,C,2015-03-26,2020-04-16
633,56,949,BYXDXGSQ7MHI5CIE1,У286НТ58,Volkswagen,Touareg,773,1375,3090,706632,electric,A,2013-05-04,2016-12-24
634,529,572,X5RP1NXPP3K7IY9RS,Р201СЕ70,Ford,Focus,499,2495,3292,139565,electric,S,2011-09-06,2013-09-18
635,1715,723,2OY45T3ZTFQ1TCEWW,С314КО82,Audi,A3,743,1524,3542,195443,petrol,B,2008-03-24,2019-09-10
636,739,766,196TZCCW85KGMC9ZT,У541ОО12,Hyundai,Creta,343,1230,2089,299833,diesel,D,2023-07-10,2023-08-06
637,1738,660,H0BMV92DYFXL8SVSW,Х275ЕМ89,Lexus,ES,798,1461,5029,125908,petrol,F,2021-02-02,2024-09-02
638,1305,271,G713NAMWBGWOEDHC8,К310АТ12,Hyundai,Santa Fe,587,1197,1736,860254,diesel,A,2023-06-19,2024-10-06
639,436,953,GJ3A64D5Z0LWMFOBP,Е303ХО64,Toyota,RAV4,736,3320,3891,984883,hybrid,C,2012-02-03,2015-11-17
640,1,885,0Q55UC8ZLQTURGMLW,Р691СВ03,Audi,Q5,744,2465,2970,510145,petrol,J,2010-05-31,2012-11-15
641,670,603,FJL4AXTA5FEGTDLJ2,М533ВМ09,Honda,Pilot,503,3463,7108,692781,diesel,J,2007-05-15,2022-03-14
